date,holiday_val_factor,weekday_factor,month_factor,lock_down_factor,covid_severity,sunlight_time_minutes,production_capacity_rate,price_of_electricity,usdtry
2020-10-02,0.0,5.0,10.0,0.0,36.347157820842035,702,75.4,51.7407,7.7708
2020-10-03,0.0,6.0,10.0,0.0,28.739613160665805,699,75.4,51.7407,7.7708
2020-10-04,0.0,7.0,10.0,0.0,28.739613160665805,697,75.4,51.7407,7.7708
2020-10-05,0.0,1.0,10.0,0.0,28.739613160665805,694,75.4,51.7407,7.7599
2020-10-06,0.0,2.0,10.0,0.0,27.89433042064621,691,75.4,51.7407,7.7931
2020-10-07,0.0,3.0,10.0,0.0,27.049047680626632,689,75.4,51.7407,7.8808
2020-10-08,0.0,4.0,10.0,0.0,28.739613160665805,686,75.4,51.7407,7.9406
2020-10-09,0.0,5.0,10.0,0.0,28.739613160665805,684,75.4,51.7407,7.8566
2020-10-10,0.0,6.0,10.0,0.0,31.27546138072454,681,75.4,51.7407,7.8566
2020-10-11,0.0,7.0,10.0,0.0,30.43017864070497,678,75.4,51.7407,7.8566
2020-10-12,0.0,1.0,10.0,0.0,29.58489590068537,675,75.4,51.7407,7.8879
2020-10-13,0.0,2.0,10.0,0.0,31.27546138072454,672,75.4,51.7407,7.9146
2020-10-14,0.0,3.0,10.0,0.0,32.966026860763705,670,75.4,51.7407,7.9084
2020-10-15,0.0,4.0,10.0,0.0,35.50187508082245,667,75.4,51.7407,7.931
2020-10-16,0.0,5.0,10.0,0.0,38.037723300881204,665,75.4,51.7407,7.9304
2020-10-17,0.0,6.0,10.0,0.0,34.65659234080287,662,75.4,51.7407,7.9304
2020-10-18,0.0,7.0,10.0,0.0,38.037723300881204,660,75.4,51.7407,7.9304
2020-10-19,0.0,1.0,10.0,0.0,36.347157820842035,657,75.4,51.7407,7.8797
2020-10-20,0.0,2.0,10.0,0.0,40.573571520939936,655,75.4,51.7407,7.8609
2020-10-21,0.0,3.0,10.0,0.0,38.88300604090078,652,75.4,51.7407,7.8081
2020-10-22,0.0,4.0,10.0,0.0,38.88300604090078,649,75.4,51.7407,7.9329
2020-10-23,0.0,5.0,10.0,0.0,48.18111618111618,646,75.4,51.7407,7.961
2020-10-24,0.0,6.0,10.0,0.0,46.49055070107702,644,75.4,51.7407,7.961
2020-10-25,0.0,7.0,10.0,0.0,43.95470248101827,642,75.4,51.7407,7.961
2020-10-26,0.0,1.0,10.0,0.0,47.33583344109661,639,75.4,51.7407,8.0797
2020-10-27,0.0,2.0,10.0,0.0,49.026398921135765,637,75.4,51.7407,8.1854
2020-10-28,0.0,3.0,10.0,0.0,49.87168166115535,634,75.4,51.7407,8.2559
2020-10-29,2.0,4.0,10.0,0.0,46.49055070107702,631,75.4,51.7407,8.2881
2020-10-30,7.0,5.0,10.0,0.0,41.41885426095953,629,75.4,51.7407,8.3448
2020-10-31,0.0,6.0,10.0,0.0,44.79998522103786,627,75.4,51.7407,8.3448
2020-11-01,0.0,7.0,11.0,0.0,48.18111618111618,625,75.8,51.7407,8.3448
2020-11-02,0.0,1.0,11.0,0.0,42.26413700097911,622,75.8,51.7407,8.419
2020-11-03,0.0,2.0,11.0,0.0,47.33583344109661,619,75.8,51.7407,8.4016
2020-11-04,0.0,3.0,11.0,0.0,43.95470248101827,617,75.8,51.7407,8.4251
2020-11-05,0.0,4.0,11.0,0.0,48.18111618111618,615,75.8,51.7407,8.4202
2020-11-06,0.0,5.0,11.0,0.0,49.026398921135765,613,75.8,51.7407,8.52
2020-11-07,0.0,6.0,11.0,0.0,46.49055070107702,611,75.8,51.7407,8.52
2020-11-08,0.0,7.0,11.0,0.0,45.645267961057435,608,75.8,51.7407,8.52
2020-11-09,0.0,1.0,11.0,0.0,46.49055070107702,606,75.8,51.7407,8.0634
2020-11-10,0.0,2.0,11.0,0.0,54.94337810127284,604,75.8,51.7407,8.1446
2020-11-11,0.0,3.0,11.0,0.0,54.94337810127284,602,75.8,51.7407,7.7966
2020-11-12,0.0,4.0,11.0,0.0,58.32450906135117,600,75.8,51.7407,7.6869
2020-11-13,0.0,5.0,11.0,0.0,65.93205372152741,598,75.8,51.7407,7.6602
2020-11-14,0.0,6.0,11.0,0.0,59.169791801370756,595,75.8,51.7407,7.6602
2020-11-15,0.0,7.0,11.0,0.0,59.169791801370756,593,75.8,51.7407,7.6602
2020-11-16,0.0,1.0,11.0,0.0,63.39620550146866,591,75.8,51.7407,7.6976
2020-11-17,0.0,2.0,11.0,0.0,76.92072934178199,590,75.8,51.7407,7.6962
2020-11-18,0.0,3.0,11.0,0.0,72.69431564168407,588,75.8,51.7407,7.704
2020-11-19,0.0,4.0,11.0,0.0,73.53959838170364,585,75.8,51.7407,7.5507
2020-11-20,0.0,5.0,11.0,0.0,73.53959838170364,583,75.8,51.7407,7.6323
2020-11-21,0.0,6.0,11.0,0.0,66.77733646154701,582,75.8,51.7407,7.6323
2020-11-22,0.0,7.0,11.0,0.0,68.46790194158615,580,75.8,51.7407,7.6323
2020-11-23,0.0,1.0,11.0,0.0,64.24148824148824,579,75.8,51.7407,7.881
2020-11-24,0.0,2.0,11.0,0.0,60.01507454139034,577,75.8,51.7407,7.9982
2020-11-25,0.0,3.0,11.0,0.0,84.5282740019582,576,75.8,51.7407,7.9297
2020-11-26,0.0,4.0,11.0,0.0,73.53959838170364,574,75.8,51.7407,7.8691
2020-11-27,0.0,5.0,11.0,0.0,63.39620550146866,572,75.8,51.7407,7.8332
2020-11-28,0.0,6.0,11.0,0.0,70.15846742162532,570,75.8,51.7407,7.8332
2020-11-29,0.0,7.0,11.0,0.0,64.24148824148824,569,75.8,51.7407,7.8332
2020-11-30,0.0,1.0,11.0,0.0,68.46790194158615,568,75.8,51.7407,7.8284
2020-12-01,0.0,2.0,12.0,0.0,59.169791801370756,566,75.6,51.7407,7.8248
2020-12-02,0.0,3.0,12.0,0.0,56.633943581311996,565,75.6,51.7407,7.8502
2020-12-03,0.0,4.0,12.0,0.0,59.169791801370756,564,75.6,51.7407,7.7665
2020-12-04,0.0,5.0,12.0,0.0,53.25281262123367,563,75.6,51.7407,7.7981
2020-12-05,0.0,6.0,12.0,2.0,50.71696440117493,562,75.6,51.7407,7.7981
2020-12-06,0.0,7.0,12.0,2.0,53.25281262123367,561,75.6,51.7407,7.7981
2020-12-07,0.0,1.0,12.0,0.0,53.25281262123367,560,75.6,51.7407,7.7973
2020-12-08,0.0,2.0,12.0,0.0,45.645267961057435,560,75.6,51.7407,7.8055
2020-12-09,0.0,3.0,12.0,0.0,50.71696440117493,559,75.6,51.7407,7.8156
2020-12-10,0.0,4.0,12.0,0.0,47.33583344109661,558,75.6,51.7407,7.8864
2020-12-11,0.0,5.0,12.0,0.0,45.645267961057435,557,75.6,51.7407,7.8562
2020-12-12,0.0,6.0,12.0,2.0,42.26413700097911,556,75.6,51.7407,7.8562
2020-12-13,0.0,7.0,12.0,2.0,41.41885426095953,555,75.6,51.7407,7.8562
2020-12-14,0.0,1.0,12.0,0.0,42.26413700097911,555,75.6,51.7407,7.8483
2020-12-15,0.0,2.0,12.0,0.0,40.573571520939936,555,75.6,51.7407,7.83
2020-12-16,0.0,3.0,12.0,0.0,40.573571520939936,554,75.6,51.7407,7.7949
2020-12-17,0.0,4.0,12.0,0.0,36.347157820842035,554,75.6,51.7407,7.6959
2020-12-18,0.0,5.0,12.0,0.0,35.50187508082245,554,75.6,51.7407,7.6239
2020-12-19,0.0,6.0,12.0,2.0,32.966026860763705,553,75.6,51.7407,7.6239
2020-12-20,0.0,7.0,12.0,2.0,45.645267961057435,554,75.6,51.7407,7.6239
2020-12-21,0.0,1.0,12.0,0.0,44.79998522103786,553,75.6,51.7407,7.6491
2020-12-22,0.0,2.0,12.0,0.0,38.037723300881204,554,75.6,51.7407,7.657
2020-12-23,0.0,3.0,12.0,0.0,31.27546138072454,553,75.6,51.7407,7.6361
2020-12-24,0.0,4.0,12.0,0.0,31.27546138072454,554,75.6,51.7407,7.5747
2020-12-25,0.0,5.0,12.0,0.0,29.58489590068537,554,75.6,51.7407,7.547000000000001
2020-12-26,0.0,6.0,12.0,2.0,27.89433042064621,554,75.6,51.7407,7.547000000000001
2020-12-27,0.0,7.0,12.0,2.0,32.64230155607535,555,75.6,51.7407,7.547000000000001
2020-12-28,0.0,1.0,12.0,0.0,29.674819596432144,555,75.6,51.7407,7.4416
2020-12-29,0.0,2.0,12.0,0.0,29.081323204503487,555,75.6,51.7407,7.3815
2020-12-30,0.0,3.0,12.0,0.0,26.707337636788925,556,75.6,51.7407,7.3774
2020-12-31,0.0,4.0,12.0,0.0,22.55286289328843,557,75.6,51.7407,7.4392
2021-01-01,1.0,5.0,1.0,2.0,29.674819596432144,558,75.4,55.1544,7.4392
2021-01-02,0.0,6.0,1.0,2.0,27.30083402871757,558,75.4,55.1544,7.4392
2021-01-03,0.0,7.0,1.0,2.0,29.674819596432144,559,75.4,55.1544,7.4392
2021-01-04,0.0,1.0,1.0,1.0,25.520344852931643,560,75.4,55.1544,7.4198
2021-01-05,0.0,2.0,1.0,1.0,26.707337636788925,561,75.4,55.1544,7.3856
2021-01-06,0.0,3.0,1.0,1.0,24.926848461002997,562,75.4,55.1544,7.3047
2021-01-07,0.0,4.0,1.0,1.0,23.14635928521707,563,75.4,55.1544,7.3149
2021-01-08,0.0,5.0,1.0,1.0,24.333352069074355,564,75.4,55.1544,7.3713
2021-01-09,0.0,6.0,1.0,2.0,22.55286289328843,565,75.4,55.1544,7.3713
2021-01-10,0.0,7.0,1.0,2.0,22.55286289328843,567,75.4,55.1544,7.3713
2021-01-11,0.0,1.0,1.0,1.0,24.333352069074355,568,75.4,55.1544,7.4733
2021-01-12,0.0,2.0,1.0,1.0,24.926848461002997,569,75.4,55.1544,7.4482
2021-01-13,0.0,3.0,1.0,1.0,31.45530877221807,570,75.4,55.1544,7.3934
2021-01-14,0.0,4.0,1.0,1.0,59.34963919286429,573,75.4,55.1544,7.3699
2021-01-15,0.0,5.0,1.0,1.0,52.82117888164921,574,75.4,55.1544,7.4733
2021-01-16,0.0,6.0,1.0,2.0,40.951251043076354,576,75.4,55.1544,7.4733
2021-01-17,0.0,7.0,1.0,2.0,41.0,577,75.4,55.1544,7.4733
2021-01-18,0.0,1.0,1.0,1.0,49.48275862068965,579,75.4,55.1544,7.4768
2021-01-19,0.0,2.0,1.0,1.0,70.6896551724138,580,75.4,55.1544,7.4691
2021-01-20,0.0,3.0,1.0,1.0,51.603448275862064,582,75.4,55.1544,7.4169
2021-01-21,0.0,4.0,1.0,1.0,40.293103448275865,584,75.4,55.1544,7.3636
2021-01-22,0.0,5.0,1.0,1.0,45.095495017801454,586,75.4,55.1544,7.4106
2021-01-23,0.0,6.0,1.0,2.0,35.99864171089861,588,75.4,55.1544,7.4106
2021-01-24,0.0,7.0,1.0,2.0,35.1893260573456,589,75.4,55.1544,7.4106
2021-01-25,0.0,1.0,1.0,1.0,41.534239039319495,592,75.4,55.1544,7.404
2021-01-26,0.0,2.0,1.0,1.0,28.96779262120448,594,75.4,55.1544,7.3429
2021-01-27,0.0,3.0,1.0,1.0,37.21306929106118,596,75.4,55.1544,7.3918
2021-01-28,0.0,4.0,1.0,1.0,38.97560987356174,598,75.4,55.1544,7.3324
2021-01-29,0.0,5.0,1.0,1.0,30.62915096502609,599,75.4,55.1544,7.3099
2021-01-30,0.0,6.0,1.0,2.0,26.73553874373465,602,75.4,55.1544,7.3099
2021-01-31,0.0,7.0,1.0,2.0,26.15801514132825,604,75.4,55.1544,7.3099
2021-02-01,0.0,1.0,2.0,1.0,30.36287592185472,606,75.5,55.1544,7.1883
2021-02-02,0.0,2.0,2.0,1.0,22.886392722438263,608,75.5,55.1544,7.1917
2021-02-03,0.0,3.0,2.0,1.0,30.775823,611,75.5,55.1544,7.157
2021-02-04,0.0,4.0,2.0,1.0,25.652365325414056,613,75.5,55.1544,7.1333
2021-02-05,0.0,5.0,2.0,1.0,23.891353024325326,615,75.5,55.1544,7.0488
2021-02-06,0.0,6.0,2.0,2.0,20.831795630752975,618,75.5,55.1544,7.0488
2021-02-07,0.0,7.0,2.0,2.0,23.566295119877505,621,75.5,55.1544,7.0488
2021-02-08,0.0,1.0,2.0,1.0,24.737104686342754,623,75.5,55.1544,7.0671
2021-02-09,0.0,2.0,2.0,1.0,23.416191329305033,625,75.5,55.1544,7.0581
2021-02-10,0.0,3.0,2.0,1.0,24.887208476915216,627,75.5,55.1544,7.0528
2021-02-11,0.0,4.0,2.0,1.0,30.801297825470467,630,75.5,55.1544,7.0235
2021-02-12,0.0,5.0,2.0,1.0,34.133601976179264,633,75.5,55.1544,7.0369
2021-02-13,0.0,6.0,2.0,2.0,22.33544403718326,635,75.5,55.1544,7.0369
2021-02-14,0.0,7.0,2.0,2.0,22.33544403718326,637,75.5,55.1544,7.0369
